store_id,store_name,location,manager,rejection_reason,rejection_timestamp
STORE1090,Oxford Store,East Greenwood,Jennifer Garcia,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1091,Salem Store,East Newport,George Turner,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1092,Chester Store,West Fairview,Richard Taylor,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1093,Manchester Store,East Jackson,Anthony Lee,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1094,Franklin Store,West Washington,Christopher Garcia,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1095,Fairview Store,East Bristol,Lisa Edwards,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1096,Milton Store,West Marion,Dorothy Parker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1097,Burlington Store,West Richmond,John Jones,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1098,Springfield Store,East Clinton,Sarah Martin,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1099,Auburn Store,West Kingstontown,Emily Mitchell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1100,Newport Store,East Richmond,Deborah Phillips,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1101,Madison Store,East Bristol,Anthony Lee,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1102,Troy Store,East Jacksontown,Andrew Scott,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1103,Washington Store,East Dovertown,Sandra Allen,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1104,Ashland Store,East Dover,Daniel Robinson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1105,Salem Store,East Lancaster,Robert Williams,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1106,Greenwood Store,East Miltontown,James Smith,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1107,Washington Store,East Auburn,Barbara Anderson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1108,Burlington Store,West Mariontown,Elizabeth Martinez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1109,Madison Store,West Clayton,Michael Miller,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1110,Fairview Store,East Franklin,Kevin Carter,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1111,Dover Store,East Clayton,Sandra Allen,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1112,Franklin Store,East Manchester,David Wilson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1113,Clayton Store,West Burlington,Elizabeth Martinez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1114,Kingston Store,West Claytontown,Helen Walker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1115,Jackson Store,West Fairview,Thomas Harris,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1116,Dover Store,East Waynetown,Sandra Allen,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1117,Madison Store,West Salemtown,Emily Mitchell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1118,Lancaster Store,West Salem,Robert Williams,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1119,Manchester Store,West Milton,William Rodriguez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1120,Riverside Store,West Arlingtontown,Brian Perez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1121,Oxford Store,West Jackson,John Jones,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1122,Lancaster Store,East Chestertown,George Turner,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1123,Georgetown Store,East Springfield,Laura Nelson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1124,Chester Store,West Hudson,Barbara Anderson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1125,Milton Store,East Washington,Barbara Anderson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1126,Marion Store,West Madisontown,John Jones,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1127,Clinton Store,West Salem,Kimberly Roberts,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1128,Clinton Store,West Chester,Christopher Garcia,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1129,Clayton Store,East Springfield,Matthew Rodriguez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1130,Oxford Store,East Greenwood,Betty Lewis,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1131,Marion Store,East Dover,Dorothy Parker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1132,Newport Store,East Franklin,Sandra Allen,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1133,Clayton Store,East Clayton,Laura Nelson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1134,Dover Store,West Washington,Kimberly Roberts,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1135,Wayne Store,East Franklin,Sarah Martin,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1136,Jackson Store,West Springfield,Jessica White,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1137,Franklin Store,West Milton,Andrew Scott,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1138,Jackson Store,West Greenwood,Kevin Carter,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1139,Arlington Store,West Greenwood,Robert Williams,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1140,Oxford Store,West Arlington,Lisa Edwards,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1141,Springfield Store,East Hudson,David Wilson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1142,Fairview Store,West Arlington,Sharon Green,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1143,Washington Store,East Springfieldtown,Paul Lopez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1144,Newport Store,East Dover,Sharon Green,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1145,Fairview Store,East Franklin,Mark Hall,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1146,Jackson Store,West Hudsontown,Paul Lopez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1147,Madison Store,East Ashlandtown,John Jones,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1148,Franklin Store,East Franklintown,Jennifer Garcia,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1149,Georgetown Store,West Hudsontown,Andrew Scott,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1150,Wayne Store,West Madison,Patricia Brown,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1151,Chester Store,East Auburn,Laura Nelson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1152,Kingston Store,East Marion,Laura Nelson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1153,Fairview Store,East Bristoltown,Daniel Robinson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1154,Lancaster Store,West Bristol,Lisa Clark,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1155,Springfield Store,West Manchester,Laura Nelson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1156,Franklin Store,East Dover,Paul Lopez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1157,Franklin Store,East Greenwood,Kevin Carter,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1158,Auburn Store,West Newporttown,Jennifer Garcia,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1159,Clayton Store,West Clintontown,Jennifer Garcia,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1160,Jackson Store,East Lancaster,Robert Williams,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1161,Bristol Store,West Marion,Laura Nelson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1162,Springfield Store,East Miltontown,Dorothy Parker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1163,Auburn Store,West Fairview,Steven King,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1164,Wayne Store,East Auburn,Andrew Scott,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1165,Auburn Store,East Oxfordtown,Matthew Rodriguez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1166,Springfield Store,West Ashland,Michelle Baker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1167,Franklin Store,West Waynetown,Paul Lopez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1168,Troy Store,East Chestertown,Patricia Brown,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1169,Troy Store,East Oxfordtown,Anthony Lee,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1170,Kingston Store,East Mariontown,Patricia Brown,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1171,Greenwood Store,West Troytown,Carol Wright,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1172,Chester Store,East Dover,Helen Walker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1173,Marion Store,East Clinton,James Smith,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1174,Clinton Store,East Greenwood,Mary Johnson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1175,Marion Store,West Milton,Jennifer Garcia,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1176,Springfield Store,West Marion,Dorothy Parker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1177,Madison Store,East Clayton,Carol Wright,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1178,Kingston Store,West Hudson,Michael Miller,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1179,Wayne Store,West Jackson,Donald Young,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1180,Salem Store,East Oxford,David Wilson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1181,Jackson Store,West Greenwood,Helen Walker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1182,Jackson Store,East Clayton,Linda Davis,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1183,Newport Store,West Richmondtown,Emily Mitchell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1184,Burlington Store,East Georgetown,Patricia Brown,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1185,Salem Store,East Madison,Deborah Phillips,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1186,Bristol Store,West Clintontown,Sandra Allen,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1187,Madison Store,East Chester,Matthew Rodriguez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1188,Bristol Store,West Clayton,Richard Taylor,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1189,Greenwood Store,West Auburn,Patricia Brown,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1190,Georgetown Store,East Riverside,Christopher Garcia,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1191,Fairview Store,East Oxfordtown,Daniel Robinson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1192,Ashland Store,West Fairview,Ruth Hill,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1193,Georgetown Store,West Burlingtontown,Jennifer Garcia,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1194,Jackson Store,East Salem,John Jones,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1195,Salem Store,East Kingston,Edward Campbell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1196,Franklin Store,West Springfield,Matthew Rodriguez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1197,Kingston Store,West Clinton,Donna Hernandez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1198,Manchester Store,West Lancaster,Deborah Phillips,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1199,Bristol Store,East Hudsontown,James Smith,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1200,Ashland Store,West Manchestertown,Jessica White,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1201,Madison Store,East Milton,William Rodriguez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1202,Newport Store,East Claytontown,Edward Campbell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1203,Richmond Store,East Fairview,Kenneth Gonzalez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1204,Newport Store,East Washington,Lisa Clark,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1205,Lancaster Store,West Richmondtown,Thomas Harris,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1206,Ashland Store,West Auburn,Edward Campbell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1207,Arlington Store,West Jacksontown,Linda Davis,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1208,Chester Store,West Ashlandtown,Paul Lopez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1209,Bristol Store,West Arlington,Paul Lopez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1210,Kingston Store,East Burlington,Sarah Martin,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1211,Lancaster Store,West Clintontown,Betty Lewis,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1212,Bristol Store,East Salemtown,Sarah Martin,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1213,Madison Store,East Clayton,Sharon Green,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1214,Salem Store,East Springfield,Elizabeth Martinez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1215,Oxford Store,East Kingston,Joseph Jackson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1216,Burlington Store,East Marion,Jennifer Garcia,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1217,Riverside Store,West Auburn,Helen Walker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1218,Burlington Store,East Bristol,Dorothy Parker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1219,Marion Store,West Dover,Ronald Evans,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1220,Troy Store,East Fairviewtown,Edward Campbell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1221,Newport Store,East Miltontown,Daniel Robinson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1222,Greenwood Store,West Clayton,Ruth Hill,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1223,Dover Store,West Richmond,Kenneth Gonzalez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1224,Auburn Store,East Fairview,George Turner,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1225,Bristol Store,East Bristoltown,Brian Perez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1226,Dover Store,East Dover,Joseph Jackson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1227,Hudson Store,East Lancaster,Nancy Martinez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1228,Manchester Store,East Manchestertown,Paul Lopez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1229,Riverside Store,West Dover,Emily Mitchell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1230,Newport Store,East Lancaster,Ronald Evans,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1231,Fairview Store,West Auburn,John Jones,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1232,Washington Store,West Richmondtown,Michelle Baker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1233,Ashland Store,East Chester,Thomas Harris,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1234,Manchester Store,East Clintontown,Deborah Phillips,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1235,Ashland Store,West Manchestertown,Mary Johnson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1236,Kingston Store,East Clintontown,Joshua Adams,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1237,Newport Store,West Arlingtontown,Mary Johnson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1238,Springfield Store,East Springfield,Laura Nelson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1239,Manchester Store,West Kingston,Deborah Phillips,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1240,Richmond Store,East Auburntown,Thomas Harris,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1241,Salem Store,West Oxford,Richard Taylor,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1242,Franklin Store,East Madison,Steven King,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1243,Burlington Store,West Kingston,Edward Campbell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1244,Marion Store,East Georgetowntown,Joshua Adams,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1245,Salem Store,West Jackson,Robert Williams,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1246,Madison Store,West Georgetown,Carol Wright,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1247,Lancaster Store,West Georgetown,Joseph Jackson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1248,Arlington Store,East Ashlandtown,Michelle Baker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1249,Madison Store,East Salemtown,Patricia Brown,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1250,Troy Store,West Manchester,Sarah Martin,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1251,Washington Store,West Riverside,Sharon Green,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1252,Marion Store,East Milton,Paul Lopez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1253,Hudson Store,West Madison,Ruth Hill,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1254,Greenwood Store,West Richmondtown,Donna Hernandez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1255,Wayne Store,West Riversidetown,Joseph Jackson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1256,Greenwood Store,East Miltontown,Richard Taylor,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1257,Madison Store,East Miltontown,Christopher Garcia,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1258,Oxford Store,East Fairviewtown,Betty Lewis,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1259,Arlington Store,East Washington,Brian Perez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1260,Washington Store,East Chester,Kevin Carter,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1261,Jackson Store,West Newport,Thomas Harris,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1262,Franklin Store,West Clinton,Linda Davis,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1263,Fairview Store,East Franklin,Robert Williams,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1264,Newport Store,East Washingtontown,Michelle Baker,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1265,Franklin Store,East Washington,Christopher Garcia,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1266,Fairview Store,East Madison,Lisa Clark,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1267,Franklin Store,East Bristoltown,Deborah Phillips,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1268,Burlington Store,West Greenwood,Joseph Jackson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1269,Auburn Store,East Auburntown,Barbara Anderson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1270,Jackson Store,West Auburn,Barbara Anderson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1271,Ashland Store,East Manchestertown,John Jones,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1272,Richmond Store,West Chester,Emily Mitchell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1273,Fairview Store,West Chestertown,Barbara Anderson,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1274,Newport Store,West Fairview,Emily Mitchell,Duplicate key constraint violation,2025-08-22 23:10:41.273546
STORE1275,Chester Store,East Madison,Matthew Rodriguez,Duplicate key constraint violation,2025-08-22 23:10:41.273546
