product_id,product_name,category,price,rejection_reason,rejection_timestamp
PROD2350,Quality,Meat,175.34,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2351,Fresh,Meat,404.6,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2352,Gourmet,Snacks,920.7,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2353,Mild,Snacks,174.16,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2354,Fresh,Beverages,621.64,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2355,Special,Produce,965.84,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2356,Basic,Bakery,406.49,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2357,Spicy,Produce,714.12,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2358,Classic,Dairy,192.96,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2359,Quality,Meat,454.7,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2360,Elite,Dairy,144.63,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2361,Modern,Dairy,1025.21,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2362,Basic,Dairy,61.09,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2363,Fresh,Frozen,948.86,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2364,Creamy,Canned,898.55,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2365,Supreme,Canned,1028.14,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2366,Smooth,Meat,889.95,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2367,Sweet,Canned,232.76,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2368,Pure,Dairy,1001.1,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2369,Natural,Dairy,937.15,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2370,Elite,Frozen,491.71,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2371,Organic,Snacks,189.75,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2372,Natural,Produce,1036.98,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2373,Natural,Frozen,298.25,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2374,Classic,Snacks,890.3,Duplicate key constraint violation,2025-08-22 23:10:41.238555
PROD2375,Professional,Canned,974.28,Duplicate key constraint violation,2025-08-22 23:10:41.238555
