store_id,store_name,location,manager,rejection_reason,rejection_timestamp
STORE513,Clinton Store,East Richmond,Daniel Robinson,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
STORE514,Riverside Store,East Burlington,James Smith,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
STORE515,Burlington Store,West Jacksontown,Kimberly Roberts,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
STORE516,Clayton Store,East Fairview,Betty Lewis,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
STORE517,Greenwood Store,East Salem,Kevin Carter,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
STORE518,Dover Store,East Burlington,Helen Walker,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
STORE519,Georgetown Store,East Franklin,Christopher Garcia,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
STORE520,Burlington Store,East Waynetown,Jennifer Garcia,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
STORE521,Clinton Store,West Lancaster,Betty Lewis,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
STORE522,Wayne Store,East Milton,Deborah Phillips,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
STORE523,Marion Store,East Greenwood,John Jones,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
STORE524,Lancaster Store,East Clayton,Ronald Evans,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
STORE525,Georgetown Store,East Bristol,Thomas Harris,"Database insertion failed: (pymysql.err.IntegrityError) (1062, ""Duplicate entry 'STORE513' for key 'dimstore.store_id'"")
[SQL: INSERT INTO dimstore (store_id, store_name, location, manager) VALUES (%(store_id)s, %(store_name)s, %(location)s, %(manager)s)]
[parameters: [{'store_id': 'STORE513', 'store_name': 'Clinton Store', 'location': 'East Richmond', 'manager': 'Daniel Robinson'}, {'store_id': 'STORE514', 'store_name': 'Riverside Store', 'location': 'East Burlington', 'manager': 'James Smith'}, {'store_id': 'STORE515', 'store_name': 'Burlington Store', 'location': 'West Jacksontown', 'manager': 'Kimberly Roberts'}, {'store_id': 'STORE516', 'store_name': 'Clayton Store', 'location': 'East Fairview', 'manager': 'Betty Lewis'}, {'store_id': 'STORE517', 'store_name': 'Greenwood Store', 'location': 'East Salem', 'manager': 'Kevin Carter'}, {'store_id': 'STORE518', 'store_name': 'Dover Store', 'location': 'East Burlington', 'manager': 'Helen Walker'}, {'store_id': 'STORE519', 'store_name': 'Georgetown Store', 'location': 'East Franklin', 'manager': 'Christopher Garcia'}, {'store_id': 'STORE520', 'store_name': 'Burlington Store', 'location': 'East Waynetown', 'manager': 'Jennifer Garcia'}  ... displaying 10 of 380 total bound parameter sets ...  {'store_id': 'STORE998', 'store_name': 'Richmond Store', 'location': 'West Marion', 'manager': 'Steven King'}, {'store_id': 'STORE999', 'store_name': 'Troy Store', 'location': 'East Hudson', 'manager': 'Matthew Rodriguez'}]]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",2025-08-22 14:42:38.977835
